날짜,종목명,티커,산업군,현재가격,Trailing P/E,Forward P/E,PEG Ratio
2025-07-21,Fox Corporation,FOX,Communication Services - Entertainment,51.68,12.792079,21.991491,5.6574
2025-07-21,Fox Corporation,FOXA,Communication Services - Entertainment,56.25,13.923267,15.080429,6.1576
2025-07-21,"Fortinet, Inc.",FTNT,Technology - Software - Infrastructure,105.42,43.204918,43.742737,2.9435
2025-07-21,"Gilead Sciences, Inc.",GILD,Healthcare - Drug Manufacturers - General,108.22,22.735292,14.565276,0.2251
2025-07-21,Alphabet Inc.,GOOG,Communication Services - Internet Content & Information,185.94,20.752232,20.77542,1.3907
2025-07-21,Alphabet Inc.,GOOGL,Communication Services - Internet Content & Information,185.06,20.654018,20.654018,1.3841
2025-07-21,Honeywell International Inc.,HON,Industrials - Conglomerates,236.54,27.188505,21.484104,2.3497
2025-07-21,"Robinhood Markets, Inc.",HOOD,Financial Services - Capital Markets,109.74,63.068962,150.32877,0.5933110253998118
2025-07-21,"IDEXX Laboratories, Inc.",IDXX,Healthcare - Diagnostics & Research,514.61,47.604992,43.02759,4.2494
2025-07-21,"Illumina, Inc.",ILMN,Healthcare - Diagnostics & Research,96.14,,21.751131,
2025-07-21,Intel Corporation,INTC,Technology - Semiconductors,23.1,,23.814432,
2025-07-21,Intuit Inc.,INTU,Technology - Software - Application,752.63,61.339035,33.856503,1.9539
2025-07-21,"Intuitive Surgical, Inc.",ISRG,Healthcare - Medical Instruments & Supplies,518.62,75.71095,65.982185,3.6627
2025-07-21,"JD.com, Inc.",JD,Consumer Cyclical - Internet Retail,33.92,8.25304,8.193236,0.14180481099656359
2025-07-21,Keurig Dr Pepper Inc.,KDP,Consumer Defensive - Beverages - Non-Alcoholic,33.54,30.49091,16.360977,1.0301
2025-07-21,KLA Corporation,KLAC,Technology - Semiconductor Equipment & Materials,931.12,33.895885,28.370506,1.7493
2025-07-21,"Lucid Group, Inc.",LCID,Consumer Cyclical - Auto Manufacturers,3.04,,-3.4545455,
2025-07-21,Logitech International S.A.,LOGI,Technology - Computer Hardware,95.71,23.174334,20.40725,2.1303
2025-07-21,Lam Research Corporation,LRCX,Technology - Semiconductor Equipment & Materials,100.66,28.039,23.57377,1.4936
2025-07-21,lululemon athletica inc.,LULU,Consumer Cyclical - Apparel Retail,229.77,15.619987,15.389819,0.9777
2025-07-21,Microchip Technology Incorporated,MCHP,Technology - Semiconductors,74.78,,28.76154,
2025-07-21,"Mondelez International, Inc.",MDLZ,Consumer Defensive - Confectioners,69.81,25.951672,20.352768,5.6842
2025-07-21,"MercadoLibre, Inc.",MELI,Consumer Cyclical - Internet Retail,2413.57,59.52084,49.887764,1.5639
2025-07-21,"Meta Platforms, Inc.",META,Communication Services - Internet Content & Information,704.28,27.543217,27.837156,2.3267
2025-07-21,Monster Beverage Corporation,MNST,Consumer Defensive - Beverages - Non-Alcoholic,59.0,38.81579,31.550802,1.9238
2025-07-21,"Monolithic Power Systems, Inc.",MPWR,Technology - Semiconductors,725.24,19.34489,42.214203,0.4064052521008404
2025-07-21,"Moderna, Inc.",MRNA,Healthcare - Biotechnology,31.26,,-3.5931036,
2025-07-21,"Marvell Technology, Inc.",MRVL,Technology - Semiconductors,74.65,,29.86,
2025-07-21,Microsoft Corporation,MSFT,Technology - Software - Infrastructure,510.05,39.35571,34.117058,2.3859
2025-07-21,"Netflix, Inc.",NFLX,Communication Services - Entertainment,1209.24,51.544758,50.851135,2.2808
2025-07-21,"ServiceNow, Inc.",NOW,Technology - Software - Application,963.4,131.61201,57.68862,2.1428
2025-07-21,"NetEase, Inc.",NTES,Communication Services - Electronic Gaming & Multimedia,136.12,19.445713,18.101063,2.26
2025-07-21,NVIDIA Corporation,NVDA,Technology - Semiconductors,172.41,55.61613,41.847088,1.6716
2025-07-21,NXP Semiconductors N.V.,NXPI,Technology - Semiconductors,225.9,24.634678,17.283855,1.5155
2025-07-21,"Old Dominion Freight Line, Inc.",ODFL,Industrials - Trucking,162.09,30.410881,27.47288,3.0649
2025-07-21,"Okta, Inc.",OKTA,Technology - Software - Infrastructure,95.43,146.81538,32.906895,0.5046
2025-07-21,Oracle Corporation,ORCL,Technology - Software - Infrastructure,245.45,56.555298,34.280727,2.5608
2025-07-21,"Palo Alto Networks, Inc.",PANW,Technology - Software - Infrastructure,195.78,112.51724,27.191668,2.4359
2025-07-21,"Paychex, Inc.",PAYX,Technology - Software - Application,143.46,31.323147,27.119095,2.5428
2025-07-21,PDD Holdings Inc.,PDD,Consumer Cyclical - Internet Retail,109.0,11.682744,7.735983,1.3107
2025-07-21,"PepsiCo, Inc.",PEP,Consumer Defensive - Beverages - Non-Alcoholic,143.24,26.091076,16.597914,3.2337
2025-07-21,"PayPal Holdings, Inc.",PYPL,Financial Services - Credit Services,74.17,16.667416,15.167689,1.0024
2025-07-21,QUALCOMM Incorporated,QCOM,Technology - Semiconductors,154.8,15.795918,12.6574,2.2241
2025-07-21,"Regeneron Pharmaceuticals, Inc.",REGN,Healthcare - Biotechnology,542.52,13.79405,11.9735155,1.1474
2025-07-21,"Rivian Automotive, Inc.",RIVN,Consumer Cyclical - Auto Manufacturers,13.7,,-5.0,
2025-07-21,"Roku, Inc.",ROKU,Communication Services - Entertainment,93.29,,-148.07936,
2025-07-21,Starbucks Corporation,SBUX,Consumer Cyclical - Restaurants,93.8,34.109093,25.215054,2.4802
2025-07-21,Sirius XM Holdings Inc.,SIRI,Communication Services - Entertainment,23.56,,7.6742673,
2025-07-21,"Synopsys, Inc.",SNPS,Technology - Software - Infrastructure,584.76,67.60232,39.324818,12.0656
2025-07-21,Atlassian Corporation,TEAM,Technology - Software - Application,194.86,,47.41119,2.2871
2025-07-21,"T-Mobile US, Inc.",TMUS,Communication Services - Telecom Services,227.21,22.16683,21.294283,1.0567
2025-07-21,"Tesla, Inc.",TSLA,Consumer Cyclical - Auto Manufacturers,329.65,188.37143,101.74383,5.7652
2025-07-21,Texas Instruments Incorporated,TXN,Technology - Semiconductors,216.62,40.94896,36.840134,2.3006
2025-07-21,"Verisk Analytics, Inc.",VRSK,Industrials - Consulting Services,301.9,44.462444,41.412895,4.0553
2025-07-21,Vertex Pharmaceuticals Incorporated,VRTX,Healthcare - Biotechnology,459.81,,24.497068,
2025-07-21,"Walgreens Boots Alliance, Inc.",WBA,Healthcare - Pharmaceutical Retailers,11.49,,7.816326,
2025-07-21,"Workday, Inc.",WDAY,Technology - Software - Application,233.06,130.20113,28.079517,1.0231
2025-07-21,Xcel Energy Inc.,XEL,Utilities - Utilities - Regulated Electric,70.38,20.699999,18.375978,2.8062
2025-07-21,Zoom Communications Inc.,ZM,Technology - Software - Application,74.85,22.477478,14.149338,1.2020041711229947
2025-07-21,"Zscaler, Inc.",ZS,Technology - Software - Infrastructure,288.72,,81.10113,3.8964
